scan_file,profile,lead,completeness,longest_complete_fraction,selected,duration_s,layout,layout_cost,expected_rows,detected_rows,detected_lead_labels
DIII_adelya_0007.jpg,tamir_adelya,I,0.9996,0.9996,False,11.9461786454916,tamir_12x1,0.5602209843414434,12,10,8
DIII_adelya_0007.jpg,tamir_adelya,II,0.9996,0.9996,False,11.9461786454916,tamir_12x1,0.5602209843414434,12,10,8
DIII_adelya_0007.jpg,tamir_adelya,III,1.0,1.0,True,11.9461786454916,tamir_12x1,0.5602209843414434,12,10,8
DIII_adelya_0007.jpg,tamir_adelya,aVR,0.9996,0.9996,False,11.9461786454916,tamir_12x1,0.5602209843414434,12,10,8
DIII_adelya_0007.jpg,tamir_adelya,aVL,0.9992,0.9992,False,11.9461786454916,tamir_12x1,0.5602209843414434,12,10,8
DIII_adelya_0007.jpg,tamir_adelya,aVF,0.994,0.444,False,11.9461786454916,tamir_12x1,0.5602209843414434,12,10,8
DIII_adelya_0007.jpg,tamir_adelya,V1,0.993,0.6886,False,11.9461786454916,tamir_12x1,0.5602209843414434,12,10,8
DIII_adelya_0007.jpg,tamir_adelya,V2,0.9872,0.6202,False,11.9461786454916,tamir_12x1,0.5602209843414434,12,10,8
DIII_adelya_0007.jpg,tamir_adelya,V3,0.9932,0.6906,False,11.9461786454916,tamir_12x1,0.5602209843414434,12,10,8
DIII_adelya_0007.jpg,tamir_adelya,V4,0.9964,0.9964,False,11.9461786454916,tamir_12x1,0.5602209843414434,12,10,8
DIII_adelya_0007.jpg,tamir_adelya,V5,0.0,0.0,False,11.9461786454916,tamir_12x1,0.5602209843414434,12,10,8
DIII_adelya_0007.jpg,tamir_adelya,V6,0.0,0.0,False,11.9461786454916,tamir_12x1,0.5602209843414434,12,10,8
